"protein__id","group","replicate","variable","value"
"P0A6A3","Cefotaxime","3","lqf",31.4504
"P0A6A3","Impipenem","1","lqf",30.9856
"P0A6A3","Impipenem","2","lqf",31.0744
"P0A6A3","Impipenem","3","lqf",30.2913
"P0A6A3","Ciprofloxacin","1","lqf",31.452
"P0A6A3","Ciprofloxacin","2","lqf",31.4603
"P0A6A3","Ciprofloxacin","3","lqf",31.3041
"P0A6A3","Control","1","lqf",31.0499
"P0A6A3","Control","2","lqf",31.0976
"P0A6A3","Control","3","lqf",31.3693
"P0A6A8","Ampicillin","1","lqf",32.6737
"P0A6A8","Ampicillin","2","lqf",30.5463
"P0A6A8","Ampicillin","3","lqf",32.4042
"P0A6A8","Cefotaxime","1","lqf",31.8549
"P0A6A8","Cefotaxime","2","lqf",32.1289
"P0A6A8","Cefotaxime","3","lqf",31.7136
"P0A6A8","Impipenem","1","lqf",31.3959
"P0A6A8","Impipenem","2","lqf",31.5591
"P0A6A8","Impipenem","3","lqf",32.1483
"P0A6A8","Ciprofloxacin","1","lqf",31.5829
"P0A6A8","Ciprofloxacin","2","lqf",31.1574
"P0A6A8","Ciprofloxacin","3","lqf",31.6261
"P0A6A8","Control","1","lqf",31.5258
"P0A6A8","Control","2","lqf",31.1378
"P0A6A8","Control","3","lqf",31.3588
"P0A6B4","Ampicillin","1","lqf",24.4083
"P0A6B4","Ampicillin","2","lqf",24.2873
"P0A6B4","Ampicillin","3","lqf",23.2248
"P0A6B4","Cefotaxime","1","lqf",25.0901
"P0A6B4","Cefotaxime","2","lqf",24.5143
"P0A6B4","Cefotaxime","3","lqf",24.9129
"P0A6B4","Impipenem","1","lqf",24.5114
"P0A6B4","Impipenem","2","lqf",23.8976
"P0A6B4","Impipenem","3","lqf",25.4218
"P0A6B4","Ciprofloxacin","1","lqf",26.4673
"P0A6B4","Ciprofloxacin","2","lqf",25.686
"P0A6B4","Ciprofloxacin","3","lqf",25.3149
"P0A6B4","Control","1","lqf",23.4624
"P0A6B4","Control","2","lqf",24.3084
"P0A6B4","Control","3","lqf",24.4492
"P0A6B7","Ampicillin","1","lqf",28.8485
"P0A6B7","Ampicillin","2","lqf",28.9683
"P0A6B7","Ampicillin","3","lqf",28.7027
"P0A6B7","Cefotaxime","1","lqf",28.6317
"P0A6B7","Cefotaxime","2","lqf",28.4633
"P0A6B7","Cefotaxime","3","lqf",29.2549
"P0A6B7","Impipenem","1","lqf",29.2817
"P0A6B7","Impipenem","2","lqf",29.0033
"P0A6B7","Impipenem","3","lqf",28.5287
"P0A6B7","Ciprofloxacin","1","lqf",29.2287
"P0A6B7","Ciprofloxacin","2","lqf",29.0576
"P0A6B7","Ciprofloxacin","3","lqf",29.2556
"P0A6B7","Control","1","lqf",29.1395
"P0A6B7","Control","2","lqf",29.4243
"P0A6B7","Control","3","lqf",29.2851
"P0A6C1","Ampicillin","1","lqf",24.2156
"P0A6C1","Ampicillin","2","lqf",24.2875
"P0A6C1","Ampicillin","3","lqf",25.0971
"P0A6C1","Cefotaxime","1","lqf",25.9559
"P0A6C1","Cefotaxime","2","lqf",24.5184
"P0A6C1","Cefotaxime","3","lqf",24.04
"P0A6C1","Impipenem","1","lqf",25.875
"P0A6C1","Impipenem","2","lqf",25.9053
"P0A6C1","Impipenem","3","lqf",26.1056
"P0A6C1","Ciprofloxacin","1","lqf",26.0505
"P0A6C1","Ciprofloxacin","2","lqf",26.0835
"P0A6C1","Ciprofloxacin","3","lqf",25.0284
"P0A6C1","Control","1","lqf",26.7
"P0A6C1","Control","2","lqf",24.8736
"P0A6C1","Control","3","lqf",26.256
"P0A6D7","Ampicillin","1","lqf",27.3749
"P0A6D7","Ampicillin","2","lqf",27.2237
"P0A6D7","Ampicillin","3","lqf",27.3673
"P0A6D7","Cefotaxime","1","lqf",27.414
"P0A6D7","Cefotaxime","2","lqf",26.3176
"P0A6D7","Cefotaxime","3","lqf",27.7961
"P0A6D7","Impipenem","1","lqf",27.4158
"P0A6D7","Impipenem","2","lqf",27.5135
"P0A6D7","Impipenem","3","lqf",27.3215
"P0A6D7","Ciprofloxacin","1","lqf",28.7799
"P0A6D7","Ciprofloxacin","2","lqf",27.7925
"P0A6D7","Ciprofloxacin","3","lqf",27.4626
"P0A6D7","Control","1","lqf",26.363
"P0A6D7","Control","2","lqf",26.7666
"P0A6D7","Control","3","lqf",27.0035
"P0A6E4","Ampicillin","1","lqf",24.1917
"P0A6E4","Ampicillin","2","lqf",24.5611
"P0A6E4","Ampicillin","3","lqf",24.9277
"P0A6E4","Cefotaxime","1","lqf",25.0112
"P0A6E4","Cefotaxime","2","lqf",24.9903
"P0A6E4","Cefotaxime","3","lqf",23.8457
"P0A6E4","Impipenem","1","lqf",23.6445
"P0A6E4","Impipenem","2","lqf",26.0697
"P0A6E4","Impipenem","3","lqf",24.1815
"P0A6E4","Ciprofloxacin","1","lqf",24.6365
"P0A6E4","Ciprofloxacin","2","lqf",28.3596
"P0A6E4","Ciprofloxacin","3","lqf",28.6796
"P0A6E4","Control","1","lqf",25.6904
"P0A6E4","Control","2","lqf",24.7769
"P0A6E4","Control","3","lqf",26.8274
"P0A6E6","Ampicillin","1","lqf",29.3582
"P0A6E6","Ampicillin","2","lqf",30.1398
"P0A6E6","Ampicillin","3","lqf",29.3499
"P0A6E6","Cefotaxime","1","lqf",28.588
"P0A6E6","Cefotaxime","2","lqf",28.8005
"P0A6E6","Cefotaxime","3","lqf",28.6658
"P0A6E6","Impipenem","1","lqf",28.9695
"P0A6E6","Impipenem","2","lqf",28.707
"P0A6E6","Impipenem","3","lqf",29.353
"P0A6E6","Ciprofloxacin","1","lqf",29.1799
"P0A6E6","Ciprofloxacin","2","lqf",30.0259
"P0A6E6","Ciprofloxacin","3","lqf",30.3491
"P0A6E6","Control","1","lqf",29.1059
"P0A6E6","Control","2","lqf",28.5908
"P0A6E6","Control","3","lqf",28.7309
"P0A6F1","Ampicillin","1","lqf",25.1394
"P0A6F1","Ampicillin","2","lqf",26.0031
"P0A6F1","Ampicillin","3","lqf",25.2962
"P0A6F1","Cefotaxime","1","lqf",26.2343
"P0A6F1","Cefotaxime","2","lqf",26.6951
"P0A6F1","Cefotaxime","3","lqf",26.5764
"P0A6F1","Impipenem","1","lqf",25.4826
"P0A6F1","Impipenem","2","lqf",26.5886
"P0A6F1","Impipenem","3","lqf",26.2974
"P0A6F1","Ciprofloxacin","1","lqf",26.9696
"P0A6F1","Ciprofloxacin","2","lqf",27.0741
"P0A6F1","Ciprofloxacin","3","lqf",28.2984
"P0A6F1","Control","1","lqf",26.304
"P0A6F1","Control","2","lqf",26.1062
"P0A6F1","Control","3","lqf",25.9101
"P0A6F3","Ampicillin","1","lqf",33.8695
"P0A6F3","Ampicillin","2","lqf",34.4883
"P0A6F3","Ampicillin","3","lqf",33.8401
"P0A6F3","Cefotaxime","1","lqf",33.8121
"P0A6F3","Cefotaxime","2","lqf",33.1891
"P0A6F3","Cefotaxime","3","lqf",33.5863
"P0A6F3","Impipenem","1","lqf",34.2413
"P0A6F3","Impipenem","2","lqf",34.2786
"P0A6F3","Impipenem","3","lqf",34.0684
"P0A6F3","Ciprofloxacin","1","lqf",33.8475
"P0A6F3","Ciprofloxacin","2","lqf",34.6212
"P0A6F3","Ciprofloxacin","3","lqf",34.5264
"P0A6F3","Control","1","lqf",34.1774
"P0A6F3","Control","2","lqf",34.2309
"P0A6F3","Control","3","lqf",34.3652
"P0A6F5","Ampicillin","1","lqf",35.2672
"P0A6F5","Ampicillin","2","lqf",35.344
"P0A6F5","Ampicillin","3","lqf",35.7653
"P0A6F5","Cefotaxime","1","lqf",35.1505
"P0A6F5","Cefotaxime","2","lqf",35.6392
"P0A6F5","Cefotaxime","3","lqf",35.3974
"P0A6F5","Impipenem","1","lqf",35.0153
"P0A6F5","Impipenem","2","lqf",35.1443
"P0A6F5","Impipenem","3","lqf",35.2415
"P0A6F5","Ciprofloxacin","1","lqf",34.6781
"P0A6F5","Ciprofloxacin","2","lqf",35.6194
"P0A6F5","Ciprofloxacin","3","lqf",35.4314
"P0A6F5","Control","1","lqf",35.0876
"P0A6F5","Control","2","lqf",35.3833
"P0A6F5","Control","3","lqf",34.8654
"P0A6F9","Ampicillin","1","lqf",32.4806
"P0A6F9","Ampicillin","2","lqf",31.7199
"P0A6F9","Ampicillin","3","lqf",32.5927
"P0A6F9","Cefotaxime","1","lqf",31.839
"P0A6F9","Cefotaxime","2","lqf",32.4981
"P0A6F9","Cefotaxime","3","lqf",32.82
"P0A6F9","Impipenem","1","lqf",32.3206
"P0A6F9","Impipenem","2","lqf",32.4681
"P0A6F9","Impipenem","3","lqf",32.2989
"P0A6F9","Ciprofloxacin","1","lqf",31.9397
"P0A6F9","Ciprofloxacin","2","lqf",31.765
"P0A6F9","Ciprofloxacin","3","lqf",32.2883
"P0A6F9","Control","1","lqf",31.7728
"P0A6F9","Control","2","lqf",31.3464
"P0A6F9","Control","3","lqf",31.9091
"P0A6G3","Ampicillin","1","lqf",25.9273
"P0A6G3","Ampicillin","2","lqf",24.6467
"P0A6G3","Ampicillin","3","lqf",26.9132
"P0A6G3","Cefotaxime","1","lqf",27.5268
"P0A6G3","Cefotaxime","2","lqf",24.2131
"P0A6G3","Cefotaxime","3","lqf",27.2602
"P0A6G3","Impipenem","1","lqf",25.3454
"P0A6G3","Impipenem","2","lqf",25.8419
"P0A6G3","Impipenem","3","lqf",24.4593
"P0A6G3","Ciprofloxacin","1","lqf",25.8481
"P0A6G3","Ciprofloxacin","2","lqf",25.3652
"P0A6G3","Ciprofloxacin","3","lqf",24.1381
"P0A6G3","Control","1","lqf",26.2487
"P0A6G3","Control","2","lqf",26.6393
"P0A6G3","Control","3","lqf",26.2767
"P0A6G7","Ampicillin","1","lqf",29.696
"P0A6G7","Ampicillin","2","lqf",30.5416
"P0A6G7","Ampicillin","3","lqf",29.5156
"P0A6G7","Cefotaxime","1","lqf",29.8411
"P0A6G7","Cefotaxime","2","lqf",29.3123
"P0A6G7","Cefotaxime","3","lqf",30.1836
"P0A6G7","Impipenem","1","lqf",30.9365
"P0A6G7","Impipenem","2","lqf",31.0028
"P0A6G7","Impipenem","3","lqf",30.0239
"P0A6G7","Ciprofloxacin","1","lqf",30.5601
"P0A6G7","Ciprofloxacin","2","lqf",30.616
"P0A6G7","Ciprofloxacin","3","lqf",30.6343
"P0A6G7","Control","1","lqf",30.4977
"P0A6G7","Control","2","lqf",31.0694
"P0A6G7","Control","3","lqf",31.01
"P0A6H1","Ampicillin","1","lqf",27.0354
"P0A6H1","Ampicillin","2","lqf",27.4392
"P0A6H1","Ampicillin","3","lqf",27.3994
"P0A6H1","Cefotaxime","1","lqf",27.233
"P0A6H1","Cefotaxime","2","lqf",27.3101
"P0A6H1","Cefotaxime","3","lqf",27.5324
"P0A6H1","Impipenem","1","lqf",27.7916
"P0A6H1","Impipenem","2","lqf",27.5452
"P0A6H1","Impipenem","3","lqf",27.9615
"P0A6H1","Ciprofloxacin","1","lqf",27.8202
"P0A6H1","Ciprofloxacin","2","lqf",27.8983
"P0A6H1","Ciprofloxacin","3","lqf",27.6247
"P0A6H1","Control","1","lqf",26.6887
"P0A6H1","Control","2","lqf",27.3402
"P0A6H1","Control","3","lqf",27.1966
"P0A6H5","Ampicillin","1","lqf",28.6261
"P0A6H5","Ampicillin","2","lqf",28.5258
"P0A6H5","Ampicillin","3","lqf",28.0375
"P0A6H5","Cefotaxime","1","lqf",28.0736
"P0A6H5","Cefotaxime","2","lqf",27.666
"P0A6H5","Cefotaxime","3","lqf",27.8598
"P0A6H5","Impipenem","1","lqf",28.6035
"P0A6H5","Impipenem","2","lqf",28.2714
"P0A6H5","Impipenem","3","lqf",27.3324
"P0A6H5","Ciprofloxacin","1","lqf",28.643
"P0A6H5","Ciprofloxacin","2","lqf",28.6186
"P0A6H5","Ciprofloxacin","3","lqf",28.683
"P0A6H5","Control","1","lqf",28.0152
"P0A6H5","Control","2","lqf",28.2544
"P0A6H5","Control","3","lqf",28.5685
"P0A6I0","Ampicillin","1","lqf",24.6101
"P0A6I0","Ampicillin","2","lqf",25.0495
"P0A6I0","Ampicillin","3","lqf",25.5205
"P0A6I0","Cefotaxime","1","lqf",24.8624
"P0A6I0","Cefotaxime","2","lqf",24.6385
"P0A6I0","Cefotaxime","3","lqf",23.9981
"P0A6I0","Impipenem","1","lqf",25.5253
"P0A6I0","Impipenem","2","lqf",24.5945
"P0A6I0","Impipenem","3","lqf",22.6838
"P0A6I0","Ciprofloxacin","1","lqf",24.6191
"P0A6I0","Ciprofloxacin","2","lqf",25.3806
"P0A6I0","Ciprofloxacin","3","lqf",24.0884
"P0A6I0","Control","1","lqf",23.4087
"P0A6I0","Control","2","lqf",24.7415
"P0A6I0","Control","3","lqf",25.5581
"P0A6J5","Ampicillin","1","lqf",26.9168
"P0A6J5","Ampicillin","2","lqf",26.7694
"P0A6J5","Ampicillin","3","lqf",26.7133
"P0A6J5","Cefotaxime","1","lqf",26.8494
"P0A6J5","Cefotaxime","2","lqf",24.9192
"P0A6J5","Cefotaxime","3","lqf",25.738
"P0A6J5","Impipenem","1","lqf",26.6385
"P0A6J5","Impipenem","2","lqf",26.9697
"P0A6J5","Impipenem","3","lqf",27.0208
"P0A6J5","Ciprofloxacin","1","lqf",26.0192
"P0A6J5","Ciprofloxacin","2","lqf",26.4253
"P0A6J5","Ciprofloxacin","3","lqf",26.4624
"P0A6J5","Control","1","lqf",26.1751
"P0A6J5","Control","2","lqf",26.4279
"P0A6J5","Control","3","lqf",26.3754
"P0A6J8","Ampicillin","1","lqf",28.0779
"P0A6J8","Ampicillin","2","lqf",27.5925
"P0A6J8","Ampicillin","3","lqf",27.9064
"P0A6J8","Cefotaxime","1","lqf",28.3624
"P0A6J8","Cefotaxime","2","lqf",28.0922
"P0A6J8","Cefotaxime","3","lqf",28.1887
"P0A6J8","Impipenem","1","lqf",27.8463
"P0A6J8","Impipenem","2","lqf",28.1825
"P0A6J8","Impipenem","3","lqf",27.8506
"P0A6J8","Ciprofloxacin","1","lqf",28.2486
"P0A6J8","Ciprofloxacin","2","lqf",28.121
"P0A6J8","Ciprofloxacin","3","lqf",27.7872
"P0A6J8","Control","1","lqf",28.2143
"P0A6J8","Control","2","lqf",28.3599
"P0A6J8","Control","3","lqf",28.0398
"P0A6K3","Ampicillin","1","lqf",26.6453
"P0A6K3","Ampicillin","2","lqf",24.2399
"P0A6K3","Ampicillin","3","lqf",26.3844
"P0A6K3","Cefotaxime","1","lqf",27.1436
"P0A6K3","Cefotaxime","2","lqf",26.8443
"P0A6K3","Cefotaxime","3","lqf",26.2242
"P0A6K3","Impipenem","1","lqf",25.5149
"P0A6K3","Impipenem","2","lqf",25.4689
"P0A6K3","Impipenem","3","lqf",25.9308
"P0A6K3","Ciprofloxacin","1","lqf",26.7015
"P0A6K3","Ciprofloxacin","2","lqf",26.4914
"P0A6K3","Ciprofloxacin","3","lqf",26.575
"P0A6K3","Control","1","lqf",25.8746
"P0A6K3","Control","2","lqf",24.5581
"P0A6K3","Control","3","lqf",27.1633
"P0A6K6","Ampicillin","1","lqf",31.0681
"P0A6K6","Ampicillin","2","lqf",30.1087
"P0A6K6","Ampicillin","3","lqf",31.2969
"P0A6K6","Cefotaxime","1","lqf",31.2459
"P0A6K6","Cefotaxime","2","lqf",31.7264
"P0A6K6","Cefotaxime","3","lqf",31.1269
"P0A6K6","Impipenem","1","lqf",30.6961
"P0A6K6","Impipenem","2","lqf",30.7398
"P0A6K6","Impipenem","3","lqf",31.2061
"P0A6K6","Ciprofloxacin","1","lqf",30.3388
"P0A6K6","Ciprofloxacin","2","lqf",30.6042
"P0A6K6","Ciprofloxacin","3","lqf",30.0825
"P0A6K6","Control","1","lqf",30.8081
"P0A6K6","Control","2","lqf",30.8236
"P0A6K6","Control","3","lqf",30.7391
"P0A6L0","Ampicillin","1","lqf",29.981
"P0A6L0","Ampicillin","2","lqf",30.1289
"P0A6L0","Ampicillin","3","lqf",30.5233
"P0A6L0","Cefotaxime","1","lqf",30.8899
"P0A6L0","Cefotaxime","2","lqf",30.3421
"P0A6L0","Cefotaxime","3","lqf",31.0452
"P0A6L0","Impipenem","1","lqf",30.4925
"P0A6L0","Impipenem","2","lqf",30.4899
"P0A6L0","Impipenem","3","lqf",30.9489
"P0A6L0","Ciprofloxacin","1","lqf",30.5399
"P0A6L0","Ciprofloxacin","2","lqf",30.5037
"P0A6L0","Ciprofloxacin","3","lqf",30.1135
"P0A6L0","Control","1","lqf",30.2637
"P0A6L0","Control","2","lqf",30.6593
"P0A6L0","Control","3","lqf",30.4996
"P0A6L2","Ampicillin","1","lqf",29.2741
"P0A6L2","Ampicillin","2","lqf",28.9241
"P0A6L2","Ampicillin","3","lqf",29.1158
"P0A6L2","Cefotaxime","1","lqf",29.5168
"P0A6L2","Cefotaxime","2","lqf",29.7978
"P0A6L2","Cefotaxime","3","lqf",29.1098
"P0A6L2","Impipenem","1","lqf",29.2829
"P0A6L2","Impipenem","2","lqf",29.4957
"P0A6L2","Impipenem","3","lqf",29.612
"P0A6L2","Ciprofloxacin","1","lqf",29.3047
"P0A6L2","Ciprofloxacin","2","lqf",29.2537
"P0A6L2","Ciprofloxacin","3","lqf",29.5661
"P0A6L2","Control","1","lqf",29.6134
"P0A6L2","Control","2","lqf",29.4273
"P0A6L2","Control","3","lqf",29.4209
"P0A6L4","Ampicillin","1","lqf",28.6709
"P0A6L4","Ampicillin","2","lqf",28.4775
"P0A6L4","Ampicillin","3","lqf",28.6141
"P0A6L4","Cefotaxime","1","lqf",28.8465
"P0A6L4","Cefotaxime","2","lqf",28.0551
"P0A6L4","Cefotaxime","3","lqf",29.1991
"P0A6L4","Impipenem","1","lqf",28.3532
"P0A6L4","Impipenem","2","lqf",28.1745
"P0A6L4","Impipenem","3","lqf",27.1514
"P0A6L4","Ciprofloxacin","1","lqf",28.444
"P0A6L4","Ciprofloxacin","2","lqf",29.0578
"P0A6L4","Ciprofloxacin","3","lqf",29.2728
"P0A6L4","Control","1","lqf",28.7716
"P0A6L4","Control","2","lqf",28.8821
"P0A6L4","Control","3","lqf",28.213
"P0A6L7","Ampicillin","1","lqf",28.5082
"P0A6L7","Ampicillin","2","lqf",27.8849
"P0A6L7","Ampicillin","3","lqf",27.7915
"P0A6L7","Cefotaxime","1","lqf",28.9879
"P0A6L7","Cefotaxime","2","lqf",27.8116
"P0A6L7","Cefotaxime","3","lqf",28.2815
"P0A6L7","Impipenem","1","lqf",28.9427
"P0A6L7","Impipenem","2","lqf",28.5881
"P0A6L7","Impipenem","3","lqf",26.9242
"P0A6L7","Ciprofloxacin","1","lqf",27.9033
"P0A6L7","Ciprofloxacin","2","lqf",26.574
"P0A6L7","Ciprofloxacin","3","lqf",25.6573
"P0A6L7","Control","1","lqf",28.3806
"P0A6L7","Control","2","lqf",28.0877
"P0A6L7","Control","3","lqf",27.7656
"P0A6L9","Ampicillin","1","lqf",24.5304
"P0A6L9","Ampicillin","2","lqf",24.4821
"P0A6L9","Ampicillin","3","lqf",26.8774
"P0A6L9","Cefotaxime","1","lqf",25.5618
"P0A6L9","Cefotaxime","2","lqf",26.758
"P0A6L9","Cefotaxime","3","lqf",26.8784
"P0A6L9","Impipenem","1","lqf",26.0637
"P0A6L9","Impipenem","2","lqf",25.9713
"P0A6L9","Impipenem","3","lqf",24.4256
"P0A6L9","Ciprofloxacin","1","lqf",25.0859
"P0A6L9","Ciprofloxacin","2","lqf",25.1128
"P0A6L9","Ciprofloxacin","3","lqf",25.7044
"P0A6L9","Control","1","lqf",26.4659
"P0A6L9","Control","2","lqf",24.6924
"P0A6L9","Control","3","lqf",25.2561
"P0A6M8","Ampicillin","1","lqf",33.6433
"P0A6M8","Ampicillin","2","lqf",33.7658
"P0A6M8","Ampicillin","3","lqf",33.6544
"P0A6M8","Cefotaxime","1","lqf",33.703
"P0A6M8","Cefotaxime","2","lqf",33.422
"P0A6M8","Cefotaxime","3","lqf",33.9128
"P0A6M8","Impipenem","1","lqf",33.7926
"P0A6M8","Impipenem","2","lqf",33.4553
"P0A6M8","Impipenem","3","lqf",33.3593
"P0A6M8","Ciprofloxacin","1","lqf",33.7642
"P0A6M8","Ciprofloxacin","2","lqf",34.0949
"P0A6M8","Ciprofloxacin","3","lqf",34.2952
"P0A6M8","Control","1","lqf",33.6986
"P0A6M8","Control","2","lqf",33.8276
"P0A6M8","Control","3","lqf",33.7929
"P0A6N4","Ampicillin","1","lqf",30.1331
"P0A6N4","Ampicillin","2","lqf",29.54
"P0A6N4","Ampicillin","3","lqf",29.264
"P0A6N4","Cefotaxime","1","lqf",29.5479
"P0A6N4","Cefotaxime","2","lqf",28.6766
"P0A6N4","Cefotaxime","3","lqf",29.3901
"P0A6N4","Impipenem","1","lqf",28.7368
"P0A6N4","Impipenem","2","lqf",29.3243
"P0A6N4","Impipenem","3","lqf",28.9626
"P0A6N4","Ciprofloxacin","1","lqf",30.338
"P0A6N4","Ciprofloxacin","2","lqf",29.8256
"P0A6N4","Ciprofloxacin","3","lqf",29.972
"P0A6N4","Control","1","lqf",29.0934
"P0A6N4","Control","2","lqf",29.3366
"P0A6N4","Control","3","lqf",29.3556
"P0A6N8","Ampicillin","1","lqf",27.3556
"P0A6N8","Ampicillin","2","lqf",27.3512
"P0A6N8","Ampicillin","3","lqf",27.2775
"P0A6N8","Cefotaxime","1","lqf",28.0035
"P0A6N8","Cefotaxime","2","lqf",27.3767
"P0A6N8","Cefotaxime","3","lqf",27.7819
"P0A6N8","Impipenem","1","lqf",28.4453
"P0A6N8","Impipenem","2","lqf",27.9793
"P0A6N8","Impipenem","3","lqf",28.0375
"P0A6N8","Ciprofloxacin","1","lqf",28.3187
"P0A6N8","Ciprofloxacin","2","lqf",28.5791
"P0A6N8","Ciprofloxacin","3","lqf",28.129
"P0A6N8","Control","1","lqf",28.1248
"P0A6N8","Control","2","lqf",28.1413
"P0A6N8","Control","3","lqf",27.9208
"P0A6P1","Ampicillin","1","lqf",32.9005
"P0A6P1","Ampicillin","2","lqf",32.1944
"P0A6P1","Ampicillin","3","lqf",32.5901
"P0A6P1","Cefotaxime","1","lqf",32.6298
"P0A6P1","Cefotaxime","2","lqf",32.6084
"P0A6P1","Cefotaxime","3","lqf",32.5118
"P0A6P1","Impipenem","1","lqf",32.3732
"P0A6P1","Impipenem","2","lqf",32.2546
"P0A6P1","Impipenem","3","lqf",32.3462
"P0A6P1","Ciprofloxacin","1","lqf",32.6709
"P0A6P1","Ciprofloxacin","2","lqf",32.3784
"P0A6P1","Ciprofloxacin","3","lqf",32.2583
"P0A6P1","Control","1","lqf",32.1439
"P0A6P1","Control","2","lqf",32.1506
"P0A6P1","Control","3","lqf",32.3092
"P0A6P5","Ampicillin","1","lqf",23.2123
"P0A6P5","Ampicillin","2","lqf",26.2894
"P0A6P5","Ampicillin","3","lqf",24.8413
"P0A6P5","Cefotaxime","1","lqf",24.9403
"P0A6P5","Cefotaxime","2","lqf",25.6308
"P0A6P5","Cefotaxime","3","lqf",25.2567
"P0A6P5","Impipenem","1","lqf",25.8857
"P0A6P5","Impipenem","2","lqf",25.4617
"P0A6P5","Impipenem","3","lqf",24.6997
"P0A6P5","Ciprofloxacin","1","lqf",24.9023
"P0A6P5","Ciprofloxacin","2","lqf",25.0783
"P0A6P5","Ciprofloxacin","3","lqf",25.0913
"P0A6P5","Control","1","lqf",25.146
"P0A6P5","Control","2","lqf",24.3605
"P0A6P5","Control","3","lqf",26.0773
"P0A6P7","Ampicillin","1","lqf",26.7517
"P0A6P7","Ampicillin","2","lqf",26.9946
"P0A6P7","Ampicillin","3","lqf",27.2839
"P0A6P7","Cefotaxime","1","lqf",27.1005
"P0A6P7","Cefotaxime","2","lqf",27.6245
"P0A6P7","Cefotaxime","3","lqf",27.017
"P0A6P7","Impipenem","1","lqf",26.8649
"P0A6P7","Impipenem","2","lqf",26.6202
"P0A6P7","Impipenem","3","lqf",26.6281
"P0A6P7","Ciprofloxacin","1","lqf",27.1803
"P0A6P7","Ciprofloxacin","2","lqf",27.1771
"P0A6P7","Ciprofloxacin","3","lqf",26.8986
"P0A6P7","Control","1","lqf",27.1259
"P0A6P7","Control","2","lqf",26.7087
"P0A6P7","Control","3","lqf",27.0353
"P0A6P9","Ampicillin","1","lqf",34.4956
"P0A6P9","Ampicillin","2","lqf",34.0096
"P0A6P9","Ampicillin","3","lqf",34.5084
"P0A6P9","Cefotaxime","1","lqf",34.7289
"P0A6P9","Cefotaxime","2","lqf",34.864
"P0A6P9","Cefotaxime","3","lqf",34.8424
"P0A6P9","Impipenem","1","lqf",34.2049
"P0A6P9","Impipenem","2","lqf",34.4217
"P0A6P9","Impipenem","3","lqf",34.3244
"P0A6P9","Ciprofloxacin","1","lqf",33.9466
"P0A6P9","Ciprofloxacin","2","lqf",34.2471
"P0A6P9","Ciprofloxacin","3","lqf",34.2587
"P0A6P9","Control","1","lqf",34.3443
"P0A6P9","Control","2","lqf",34.2413
"P0A6P9","Control","3","lqf",34.409
"P0A6Q3","Ampicillin","1","lqf",29.3964
"P0A6Q3","Ampicillin","2","lqf",29.9415
